Datum,Uhrzeit,Unternehmen,Kurs_EUR
2025-06-17,09:00:00,Deutsche_Telekom_AG,30.57999992370605
2025-06-17,09:30:00,Deutsche_Telekom_AG,30.600000381469727
2025-06-17,10:00:00,Deutsche_Telekom_AG,30.34000015258789
2025-06-17,10:30:00,Deutsche_Telekom_AG,30.459999084472656
2025-06-17,11:00:00,Deutsche_Telekom_AG,30.520000457763672
2025-06-17,11:30:00,Deutsche_Telekom_AG,30.479999542236328
2025-06-17,12:00:00,Deutsche_Telekom_AG,30.489999771118164
2025-06-17,12:30:00,Deutsche_Telekom_AG,30.479999542236328
2025-06-17,13:00:00,Deutsche_Telekom_AG,30.459999084472656
2025-06-17,13:30:00,Deutsche_Telekom_AG,30.51000022888184
2025-06-17,14:00:00,Deutsche_Telekom_AG,30.51000022888184
2025-06-17,14:30:00,Deutsche_Telekom_AG,30.6200008392334
2025-06-17,15:00:00,Deutsche_Telekom_AG,30.600000381469727
2025-06-17,15:30:00,Deutsche_Telekom_AG,30.479999542236328
2025-06-17,16:00:00,Deutsche_Telekom_AG,30.52499961853028
2025-06-17,16:30:00,Deutsche_Telekom_AG,30.5
2025-06-17,17:00:00,Deutsche_Telekom_AG,30.600000381469727
2025-06-20,09:00:00,Deutsche_Telekom_AG,30.450000762939453
2025-06-20,09:30:00,Deutsche_Telekom_AG,30.489999771118164
2025-06-20,10:00:00,Deutsche_Telekom_AG,30.540000915527344
2025-06-20,10:30:00,Deutsche_Telekom_AG,30.39999961853028
2025-06-20,11:00:00,Deutsche_Telekom_AG,30.450000762939453
2025-06-20,11:30:00,Deutsche_Telekom_AG,30.530000686645508
2025-06-20,12:00:00,Deutsche_Telekom_AG,30.46999931335449
2025-06-20,12:30:00,Deutsche_Telekom_AG,30.540000915527344
2025-06-20,13:00:00,Deutsche_Telekom_AG,30.540000915527344
2025-06-20,13:30:00,Deutsche_Telekom_AG,30.6200008392334
2025-06-20,14:00:00,Deutsche_Telekom_AG,30.690000534057617
2025-06-20,14:30:00,Deutsche_Telekom_AG,30.61000061035156
2025-06-20,15:00:00,Deutsche_Telekom_AG,30.600000381469727
2025-06-20,15:30:00,Deutsche_Telekom_AG,30.5
2025-06-20,16:00:00,Deutsche_Telekom_AG,30.51000022888184
2025-06-20,16:30:00,Deutsche_Telekom_AG,30.479999542236328
2025-06-20,17:00:00,Deutsche_Telekom_AG,30.459999084472656
2025-06-23,09:00:00,Deutsche_Telekom_AG,30.520000457763672
2025-06-23,09:30:00,Deutsche_Telekom_AG,30.559999465942383
2025-06-23,10:00:00,Deutsche_Telekom_AG,30.64999961853028
2025-06-23,10:30:00,Deutsche_Telekom_AG,30.690000534057617
2025-06-23,11:00:00,Deutsche_Telekom_AG,30.700000762939453
2025-06-23,11:30:00,Deutsche_Telekom_AG,30.670000076293945
2025-06-23,12:00:00,Deutsche_Telekom_AG,30.709999084472656
2025-06-23,12:30:00,Deutsche_Telekom_AG,30.68000030517578
2025-06-23,13:00:00,Deutsche_Telekom_AG,30.63999938964844
2025-06-23,13:30:00,Deutsche_Telekom_AG,30.63999938964844
2025-06-23,14:00:00,Deutsche_Telekom_AG,30.82999992370605
2025-06-23,14:30:00,Deutsche_Telekom_AG,30.88999938964844
